---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      name:  <unnamed>
       log:  /Users/athamawardi/Desktop/Research-Projects/PSE_Pertamina/Output/hurdle/churdlegrid_lnpov_PRE2_SEL2.log
  log type:  text
 opened on:  20 Jan 2026, 18:35:26
RUN: churdle exponential lnpov Ker5_w1, select(i.r308b1d i.r308b1e i.r309a i.r309b i.r309d i.r309e i.r310 i.r403a i.r403c1 i.r403c2 i.y_combo3 i.kab Env_z) ll(0)

for select()
note: 2.r308b1e omitted because of collinearity.
note: 3.r309b omitted because of collinearity.
note: 4.r309d omitted because of collinearity.
note: 2.r309e omitted because of collinearity.
note: 5.r403c1 omitted because of collinearity.
note: 4.r403c2 omitted because of collinearity.
note: Env_z omitted because of collinearity.
 
Iteration 0:   log likelihood = -151649.72  (not concave)
Iteration 1:   log likelihood = -108914.25  
Iteration 2:   log likelihood = -64889.472  
Iteration 3:   log likelihood = -64673.427  
Iteration 4:   log likelihood = -64648.969  
Iteration 5:   log likelihood = -64644.476  
Iteration 6:   log likelihood = -64643.597  
Iteration 7:   log likelihood = -64643.447  
Iteration 8:   log likelihood = -64643.426  
Iteration 9:   log likelihood = -64643.422  
Iteration 10:  log likelihood = -64643.421  
Iteration 11:  log likelihood = -64643.421  
Iteration 12:  log likelihood = -64643.421  

Cragg hurdle regression                               Number of obs =   84,276
                                                      LR chi2(1)    = 37979.53
                                                      Prob > chi2   =   0.0000
Log likelihood = -64643.421                           Pseudo R2     =   0.2271

-----------------------------------------------------------------------------------
            lnpov | Coefficient  Std. err.      z    P>|z|     [95% conf. interval]
------------------+----------------------------------------------------------------
lnpov             |
          Ker5_w1 |   .2035624   .0059194    34.39   0.000     .1919605    .2151643
            _cons |   1.230144    .001362   903.17   0.000     1.227474    1.232813
------------------+----------------------------------------------------------------
selection_ll      |
          r308b1d |
               1  |  -.0496325   .1014101    -0.49   0.625    -.2483927    .1491277
               2  |  -.1064228   .0847587    -1.26   0.209    -.2725467    .0597012
                  |
          r308b1e |
               1  |   .0521342   .0436951     1.19   0.233    -.0335066     .137775
               2  |          0  (omitted)
                  |
            r309a |
               2  |    .234277     .04271     5.49   0.000      .150567    .3179869
               3  |   .3004311    .082136     3.66   0.000     .1394474    .4614147
                  |
            r309b |
               1  |   .0998763   .0394706     2.53   0.011     .0225153    .1772373
               2  |    .184244   .0491637     3.75   0.000     .0878849    .2806031
               3  |          0  (omitted)
                  |
            r309d |
               1  |  -.2273672    .071581    -3.18   0.001    -.3676633    -.087071
               2  |  -.1183761   .0691407    -1.71   0.087    -.2538894    .0171371
               3  |  -.0098771    .075644    -0.13   0.896    -.1581366    .1383825
               4  |          0  (omitted)
                  |
            r309e |
               1  |   .1264236   .0472429     2.68   0.007     .0338292     .219018
               2  |          0  (omitted)
                  |
           2.r310 |   .0127842   .0291972     0.44   0.661    -.0444414    .0700097
                  |
            r403a |
               2  |   .4479051   .1070312     4.18   0.000     .2381278    .6576824
               3  |    .524207   .0898301     5.84   0.000     .3481433    .7002707
               4  |   5.219964   3396.245     0.00   0.999    -6651.298    6661.738
               5  |   3.744173   2777.828     0.00   0.999    -5440.698    5448.186
               6  |   .6626184   .1623049     4.08   0.000     .3445067    .9807302
               7  |   .7792279   .0889012     8.77   0.000     .6049847     .953471
               8  |   1.677676   .4007435     4.19   0.000     .8922335    2.463119
               9  |   .3829726   .1480872     2.59   0.010      .092727    .6732182
              11  |   5.553903   6795.419     0.00   0.999    -13313.22    13324.33
              13  |   5.469383   5312.896     0.00   0.999    -10407.62    10418.55
              14  |   .4235228   .4775077     0.89   0.375    -.5123751    1.359421
              15  |   .9081131    .110661     8.21   0.000     .6912215    1.125005
              16  |   .7287765   .3633067     2.01   0.045     .0167085    1.440845
              17  |  -.0003288   1.263918    -0.00   1.000    -2.477563    2.476905
              18  |    6.08569   3145.416     0.00   0.998    -6158.817    6170.988
              19  |   .9735038   .1488102     6.54   0.000     .6818412    1.265166
              20  |   -.895133   1.088126    -0.82   0.411     -3.02782    1.237554
                  |
           r403c1 |
               1  |   .2886574   .0801509     3.60   0.000     .1315646    .4457502
               2  |   .2895898   .0785259     3.69   0.000     .1356818    .4434978
               3  |   .2395708   .0742017     3.23   0.001     .0941381    .3850036
               4  |   .2937362   .0864042     3.40   0.001      .124387    .4630854
               5  |          0  (omitted)
                  |
           r403c2 |
               1  |   .1836583    .033276     5.52   0.000     .1184385    .2488781
               2  |   .1089345   .0350376     3.11   0.002      .040262    .1776071
               3  |   .0586497   .0563362     1.04   0.298    -.0517671    .1690666
               4  |          0  (omitted)
                  |
         y_combo3 |
    Tangkap-only  |   .1379798   .0855378     1.61   0.107    -.0296712    .3056308
Tangkap+Budidaya  |   .1676203   .0952147     1.76   0.078     -.018997    .3542377
     Other/mixed  |   .1033046    .141853     0.73   0.466    -.1747222    .3813314
                  |
              kab |
            11 2  |  -4.243419   795.5633    -0.01   0.996    -1563.519    1555.032
            11 3  |  -3.553456   795.5633    -0.00   0.996    -1562.829    1555.722
            11 4  |   -3.92474   795.5633    -0.00   0.996      -1563.2    1555.351
            11 5  |  -4.400563   795.5632    -0.01   0.996    -1563.676    1554.875
            11 6  |  -4.064494   795.5633    -0.01   0.996     -1563.34    1555.211
            11 7  |  -4.390609   795.5632    -0.01   0.996    -1563.666    1554.885
            11 8  |  -3.713182   795.5633    -0.00   0.996    -1562.989    1555.562
            11 9  |  -4.038613   795.5632    -0.01   0.996    -1563.314    1555.237
           11 10  |  -3.569906   795.5633    -0.00   0.996    -1562.845    1555.705
           11 11  |  -4.230368   795.5632    -0.01   0.996    -1563.506    1555.045
           11 12  |  -.0578895    1081.31    -0.00   1.000    -2119.387    2119.272
           11 13  |  -5.071234   795.5632    -0.01   0.995    -1564.347    1554.204
           11 14  |  -3.665018   795.5633    -0.00   0.996     -1562.94     1555.61
           11 15  |  -4.602558   795.5632    -0.01   0.995    -1563.878    1554.673
           11 16  |   .0358978   1065.209     0.00   1.000    -2087.734    2087.806
           11 17  |  -4.585651   795.5632    -0.01   0.995    -1563.861     1554.69
           11 18  |  -3.661385   795.5633    -0.00   0.996    -1562.937    1555.614
           11 71  |  -4.326334   795.5633    -0.01   0.996    -1563.602    1554.949
           11 72  |  -.1099979   2119.883    -0.00   1.000    -4155.004    4154.784
           11 73  |  -.2212256   1286.312    -0.00   1.000    -2521.346    2520.904
           11 74  |  -.2207588   1290.669    -0.00   1.000    -2529.885    2529.444
           11 75  |   .0169185   1300.489     0.00   1.000    -2548.895    2548.928
            12 1  |  -3.955101   795.5633    -0.00   0.996     -1563.23     1555.32
            12 2  |  -4.411407   795.5632    -0.01   0.996    -1563.687    1554.864
            12 3  |  -4.240262   795.5633    -0.01   0.996    -1563.516    1555.035
            12 4  |  -4.171698   795.5633    -0.01   0.996    -1563.447    1555.104
            12 5  |   .1997647   995.5034     0.00   1.000    -1950.951    1951.351
            12 6  |  -3.950643   795.5633    -0.00   0.996    -1563.226    1555.325
            12 7  |  -4.242376   795.5633    -0.01   0.996    -1563.518    1555.033
            12 8  |  -4.219313   795.5633    -0.01   0.996    -1563.495    1555.056
            12 9  |   -4.35929   795.5632    -0.01   0.996    -1563.635    1554.916
           12 10  |  -3.698287   795.5633    -0.00   0.996    -1562.974    1555.577
           12 11  |  -3.951364   795.5633    -0.00   0.996    -1563.227    1555.324
           12 12  |  -4.262919   795.5632    -0.01   0.996    -1563.538    1555.012
           12 13  |  -4.403214   795.5633    -0.01   0.996    -1563.679    1554.872
           12 14  |  -5.405128   795.5632    -0.01   0.995     -1564.68     1553.87
           12 15  |  -3.596193   795.5633    -0.00   0.996    -1562.872    1555.679
           12 16  |   .1245339   1545.367     0.00   1.000    -3028.739    3028.988
           12 17  |   .0866814    1145.31     0.00   1.000     -2244.68    2244.853
           12 18  |  -4.425083   795.5633    -0.01   0.996      -1563.7     1554.85
           12 19  |  -.0501243   1074.705    -0.00   1.000    -2106.433    2106.333
           12 20  |   -5.64267   795.5632    -0.01   0.994    -1564.918    1553.633
           12 21  |  -4.342268   795.5632    -0.01   0.996    -1563.618    1554.933
           12 22  |   .0292169   1506.034     0.00   1.000    -2951.743    2951.801
           12 23  |  -4.414705   795.5633    -0.01   0.996     -1563.69    1554.861
           12 24  |  -4.360989   795.5633    -0.01   0.996    -1563.636    1554.914
           12 25  |  -4.471678   795.5633    -0.01   0.996    -1563.747    1554.804
           12 71  |  -.4088202   2107.359    -0.00   1.000    -4130.757    4129.939
           12 72  |  -.1942617   1700.743    -0.00   1.000     -3333.59    3333.201
           12 73  |  -4.433043   795.5633    -0.01   0.996    -1563.709    1554.842
           12 74  |  -.3594377   1584.099    -0.00   1.000    -3105.136    3104.417
           12 75  |  -8.636991   795.5633    -0.01   0.991    -1567.912    1550.638
           12 76  |   -.389625   1551.241    -0.00   1.000    -3040.765    3039.986
           12 77  |   -4.35201   795.5633    -0.01   0.996    -1563.627    1554.923
           12 78  |    .115728   1208.907     0.00   1.000    -2369.299    2369.531
            13 1  |   .2907885   1721.602     0.00   1.000    -3373.987    3374.569
            13 2  |   .0259562   1049.975     0.00   1.000    -2057.887    2057.939
            13 3  |   .1281931   1357.646     0.00   1.000    -2660.809    2661.065
            13 4  |   .1751817   1460.444     0.00   1.000    -2862.243    2862.594
            13 5  |   -.047925   1323.076    -0.00   1.000     -2593.23    2593.134
            13 6  |  -.0745594   1184.547    -0.00   1.000    -2321.743    2321.594
            13 7  |  -4.915586   795.5633    -0.01   0.995    -1564.191     1554.36
            13 8  |   .1009485   1339.826     0.00   1.000    -2625.909    2626.111
            13 9  |  -3.931979   795.5633    -0.00   0.996    -1563.207    1555.344
           13 10  |   .0081904   1569.185     0.00   1.000    -3075.538    3075.554
           13 11  |   .0396389   1535.284     0.00   1.000    -3009.062    3009.142
           13 12  |   .0197668   1269.733     0.00   1.000    -2488.611    2488.651
           13 71  |  -.3285558    1122.47    -0.00   1.000    -2200.329    2199.672
           13 72  |  -.4232082   2395.089    -0.00   1.000    -4694.711    4693.865
